poisons path,model,target class,base class,num poisons,max perturbation norm,epoch,loss,training_acc,natural_acc,poison_acc
./poison_examples/bp_poisons/,pretrained_models/ResNet18_CIFAR100.pth,4,7,25,0.035294145345687866,99,0.6253918185830116,77.28,69.86,True
